cas_number,compound_name,related_cas,source_sheet
95-68-1,キシリジン,"1300-73-8,87-59-2,95-68-1,95-78-3,87-62-7,95-64-7,108-69-0",R8.4時点適用対象物質及び裾切値一覧
95-69-2,４－クロロ－２－メチルアニリン及びその塩酸塩,"95-69-2,3165-93-3",R8.4時点適用対象物質及び裾切値一覧
95-70-5,トルエンジアミン,"25376-45-8,95-70-5,823-40-5",R8.4時点適用対象物質及び裾切値一覧
95-73-8,２，４－ジクロロトルエン,95-73-8,R8.4時点適用対象物質及び裾切値一覧
95-75-0,３，４－ジクロロトルエン,95-75-0,R8.4時点適用対象物質及び裾切値一覧
95-76-1,３，４－ジクロロアニリン,95-76-1,R8.4時点適用対象物質及び裾切値一覧
95-77-2,３，４－ジクロロフェノール,95-77-2,R8.4時点適用対象物質及び裾切値一覧
95-78-3,キシリジン,"1300-73-8,87-59-2,95-68-1,95-78-3,87-62-7,95-64-7,108-69-0",R8.4時点適用対象物質及び裾切値一覧
95-80-7,２，４－ジアミノトルエン,95-80-7,R8.4時点適用対象物質及び裾切値一覧
95-82-9,２，５－ジクロロアニリン,95-82-9,R8.4時点適用対象物質及び裾切値一覧
95-83-0,４－クロロ－オルト－フェニレンジアミン,95-83-0,R8.4時点適用対象物質及び裾切値一覧
95-85-2,２－アミノ－４－クロロフェノール,95-85-2,R8.4時点適用対象物質及び裾切値一覧
95-87-4,２，５－キシレノール,95-87-4,R8.4時点適用対象物質及び裾切値一覧
95-92-1,しゆう酸ジエチル,95-92-1,R8.4時点適用対象物質及び裾切値一覧
95-94-3,１，２，４，５－テトラクロロベンゼン,95-94-3,R8.4時点適用対象物質及び裾切値一覧
95-95-4,２，４，５－トリクロロフェノール,95-95-4,R8.4時点適用対象物質及び裾切値一覧
950-37-8,ジチオりん酸Ｓ－（２，３－ジヒドロ－５－メトキシ－２－オキソ－１，３，４－チアジアゾール－３－イル）メチル－Ｏ，Ｏ－ジメチル（別名メチダチオン又はＤＭＴＰ）,950-37-8,R8.4時点適用対象物質及び裾切値一覧
95465-99-9,Ｓ，Ｓ－ビス（１－メチルプロピル）＝Ｏ－エチル＝ホスホロジチオアート（別名カズサホス）,95465-99-9,R8.4時点適用対象物質及び裾切値一覧
96-05-9,メタクリル酸アリル,96-05-9,R8.4時点適用対象物質及び裾切値一覧
96-09-3,フェニルオキシラン,96-09-3,R8.4時点適用対象物質及び裾切値一覧
96-12-8,１，２－ジブロモ－３－クロロプロパン,96-12-8,R8.4時点適用対象物質及び裾切値一覧
96-13-9,２，３－ジブロモ－１－プロパノール,96-13-9,R8.4時点適用対象物質及び裾切値一覧
96-17-3,２－メチルブタナール,96-17-3,R8.4時点適用対象物質及び裾切値一覧
96-18-4,１，２，３－トリクロロプロパン,96-18-4,R8.4時点適用対象物質及び裾切値一覧
96-22-0,ジエチルケトン,96-22-0,R8.4時点適用対象物質及び裾切値一覧
96-23-1,１，３－ジクロロプロパン－２－オール,96-23-1,R8.4時点適用対象物質及び裾切値一覧
96-24-2,３－クロロ－１，２－プロパンジオール,96-24-2,R8.4時点適用対象物質及び裾切値一覧
96-29-7,ブタン－２－オン＝オキシム,96-29-7,R8.4時点適用対象物質及び裾切値一覧
96-31-1,１，３－ジメチル尿素,96-31-1,R8.4時点適用対象物質及び裾切値一覧
96-33-3,アクリル酸メチル,96-33-3,R8.4時点適用対象物質及び裾切値一覧
96-34-4,クロロ酢酸メチル,96-34-4,R8.4時点適用対象物質及び裾切値一覧
96-41-3,シクロペンタノール,96-41-3,R8.4時点適用対象物質及び裾切値一覧
96-45-7,２－イミダゾリジンチオン,96-45-7,R8.4時点適用対象物質及び裾切値一覧
96-48-0,ガンマ－ブチロラクトン,96-48-0,R8.4時点適用対象物質及び裾切値一覧
96-69-5,４，４’－チオビス（６－ターシャリ－ブチル－３－メチルフェノール）,96-69-5,R8.4時点適用対象物質及び裾切値一覧
96-76-4,２，４－ジ－ターシャリ－ブチルフェノール,96-76-4,R8.4時点適用対象物質及び裾切値一覧
96-91-3,２－アミノ－４，６－ジニトロフェノール,96-91-3,R8.4時点適用対象物質及び裾切値一覧
96489-71-3,２－ターシャリ－ブチル－５－（４－ターシャリ－ブチルベンジルチオ）－４－クロロ－３（２Ｈ）－ピリダジノン（別名ピリダベン）,96489-71-3,R8.4時点適用対象物質及び裾切値一覧
96491-05-3,２－クロロ－Ｎ－（３－メトキシ－２－チエニルメチル）－２’，６’－ジメチルアセトアニリド,96491-05-3,R8.4時点適用対象物質及び裾切値一覧
97-00-7,１－クロロ－２，４－ジニトロベンゼン,97-00-7,R8.4時点適用対象物質及び裾切値一覧
97-02-9,２，４－ジニトロアニリン,97-02-9,R8.4時点適用対象物質及び裾切値一覧
97-17-6,チオりん酸Ｏ－２，４－ジクロロフェニル－Ｏ，Ｏ－ジエチル,97-17-6,R8.4時点適用対象物質及び裾切値一覧
97-23-4,２，２’－メチレンビス（４－クロロフェノール）（別名ジクロロフェン）,97-23-4,R8.4時点適用対象物質及び裾切値一覧
97-36-9,２’，４’－ジメチルアセトアセトアニリド,97-36-9,R8.4時点適用対象物質及び裾切値一覧
97-39-2,ジ－オルト－トリルグアニジン,97-39-2,R8.4時点適用対象物質及び裾切値一覧
97-52-9,２－メトキシ－４－ニトロアニリン,97-52-9,R8.4時点適用対象物質及び裾切値一覧
97-53-0,４－アリル－２－メトキシフェノール（別名オイゲノール）,97-53-0,R8.4時点適用対象物質及び裾切値一覧
97-54-1,２－メトキシ－４－（１－プロペニル）フェノール（別名イソオイゲノール）,97-54-1,R8.4時点適用対象物質及び裾切値一覧
97-56-3,２－メチル－４－（２－トリルアゾ）アニリン,97-56-3,R8.4時点適用対象物質及び裾切値一覧
97-62-1,２－メチルプロパン酸エチル,97-62-1,R8.4時点適用対象物質及び裾切値一覧
97-63-2,メタクリル酸エチル,97-63-2,R8.4時点適用対象物質及び裾切値一覧
97-64-3,乳酸エチル,97-64-3,R8.4時点適用対象物質及び裾切値一覧
97-65-4,２－メチリデンブタン二酸（別名メチレンコハク酸）,97-65-4,R8.4時点適用対象物質及び裾切値一覧
97-72-3,無水イソ酪酸,97-72-3,R8.4時点適用対象物質及び裾切値一覧
97-74-5,テトラメチルチウラムモノスルフィド,97-74-5,R8.4時点適用対象物質及び裾切値一覧
97-77-8,テトラエチルチウラムジスルフィド（別名ジスルフィラム）,97-77-8,R8.4時点適用対象物質及び裾切値一覧
97-85-8,２－メチルプロパン酸２－メチルプロピル,97-85-8,R8.4時点適用対象物質及び裾切値一覧
97-86-9,メタクリル酸２－メチルプロピル,97-86-9,R8.4時点適用対象物質及び裾切値一覧
97-88-1,メタクリル酸ブチル,97-88-1,R8.4時点適用対象物質及び裾切値一覧
97-90-5,エチレンジメタクリラート,97-90-5,R8.4時点適用対象物質及び裾切値一覧
97-94-9,トリエチルボラン,97-94-9,R8.4時点適用対象物質及び裾切値一覧
97-99-4,（テトラヒドロフラン－２－イル）メタノール,97-99-4,R8.4時点適用対象物質及び裾切値一覧
97240-79-4,２，３：４，５－ジ－Ｏ－イソプロピリデン－１－Ｏ－スルファモイル－ベータ－Ｄ－フルクトピラノース,97240-79-4,R8.4時点適用対象物質及び裾切値一覧
97593-00-5,アルケン（炭素数が７から９までのものであつて分枝型のもの及びその混合物に限る。）,97593-00-5,R9.4追加等対象物質及び裾切値一覧
97886-45-8,Ｓ，Ｓ’－ジメチル＝２－ジフルオロメチル－４－イソブチル－６－トリフルオロメチルピリジン－３，５－ジカルボチオアート（別名ジチオピル）,97886-45-8,R9.4追加等対象物質及び裾切値一覧
98-00-0,フルフリルアルコール,98-00-0,R8.4時点適用対象物質及び裾切値一覧
98-01-1,フルフラール,98-01-1,R8.4時点適用対象物質及び裾切値一覧
98-02-2,フラン－２－イルメタンチオール,98-02-2,R8.4時点適用対象物質及び裾切値一覧
98-06-6,ターシャリ－ブチルベンゼン,98-06-6,R8.4時点適用対象物質及び裾切値一覧
98-07-7,ベンゾトリクロリド,98-07-7,R8.4時点適用対象物質及び裾切値一覧
98-08-8,（トリフルオロメチル）ベンゼン,98-08-8,R8.4時点適用対象物質及び裾切値一覧
98-09-9,塩化ベンゼンスルホニル,98-09-9,R8.4時点適用対象物質及び裾切値一覧
98-10-2,ベンゼンスルホンアミド,98-10-2,R8.4時点適用対象物質及び裾切値一覧
98-11-3,ベンゼンスルホン酸,98-11-3,R8.4時点適用対象物質及び裾切値一覧
98-13-5,トリクロロ（フェニル）シラン,98-13-5,R8.4時点適用対象物質及び裾切値一覧
98-29-3,４－（ターシャリ－ブチル）ベンゼン－１，２－ジオール,98-29-3,R8.4時点適用対象物質及び裾切値一覧
98-51-1,パラ－ターシャリ－ブチルトルエン,98-51-1,R8.4時点適用対象物質及び裾切値一覧
98-54-4,４－ターシャリ－ブチルフェノール,98-54-4,R8.4時点適用対象物質及び裾切値一覧
98-56-6,パラ－クロロ－アルファ，アルファ，アルファ－トリフルオロトルエン,98-56-6,R8.4時点適用対象物質及び裾切値一覧
98-73-7,パラ－ターシャリ－ブチル安息香酸,98-73-7,R8.4時点適用対象物質及び裾切値一覧
98-82-8,クメン,98-82-8,R8.4時点適用対象物質及び裾切値一覧
98-83-9,アルファ－メチルスチレン,98-83-9,R8.4時点適用対象物質及び裾切値一覧
98-84-0,１－フェニルエチルアミン,98-84-0,R8.4時点適用対象物質及び裾切値一覧
98-86-2,アセトフェノン,98-86-2,R8.4時点適用対象物質及び裾切値一覧
98-87-3,アルファ，アルファ－ジクロロトルエン,98-87-3,R8.4時点適用対象物質及び裾切値一覧
98-88-4,塩化ベンゾイル,98-88-4,R8.4時点適用対象物質及び裾切値一覧
98-94-2,Ｎ，Ｎ－ジメチルシクロヘキシルアミン,98-94-2,R8.4時点適用対象物質及び裾切値一覧
98-95-3,ニトロベンゼン,98-95-3,R8.4時点適用対象物質及び裾切値一覧
98886-44-3,Ｏ－エチル＝Ｓ－１－メチルプロピル＝（２－オキソ－３－チアゾリジニル）ホスホノチオアート（別名ホスチアゼート）,98886-44-3,R8.4時点適用対象物質及び裾切値一覧
989-38-8,９－［２－（エトキシカルボニル）フェニル］－３，６－ビス（エチルアミノ）－２，７－ジメチルキサンチリウム＝クロリド,989-38-8,R9.4追加等対象物質及び裾切値一覧
99-08-1,３－ニトロトルエン,99-08-1,R8.4時点適用対象物質及び裾切値一覧
99-09-2,メタ－ニトロアニリン,99-09-2,R8.4時点適用対象物質及び裾切値一覧
99-35-4,トリニトロベンゼン,99-35-4,R8.4時点適用対象物質及び裾切値一覧
99-54-7,１，２－ジクロロ－４－ニトロベンゼン,99-54-7,R8.4時点適用対象物質及び裾切値一覧
99-55-8,２－メチル－５－ニトロアニリン,99-55-8,R8.4時点適用対象物質及び裾切値一覧
99-62-7,ジイソプロピルベンゼン,"25321-09-9,99-62-7,100-18-5",R8.4時点適用対象物質及び裾切値一覧
99-63-8,イソフタロイル＝ジクロリド,99-63-8,R8.4時点適用対象物質及び裾切値一覧
99-66-1,２－プロピル吉草酸,99-66-1,R8.4時点適用対象物質及び裾切値一覧
99-71-8,パラ－セカンダリ－ブチルフェノール,99-71-8,R8.4時点適用対象物質及び裾切値一覧
99-76-3,４－ヒドロキシ安息香酸メチル,99-76-3,R9.4追加等対象物質及び裾切値一覧
99-82-1,１－イソプロピル－４－メチルシクロヘキサン,99-82-1,R8.4時点適用対象物質及び裾切値一覧
99-86-5,１－メチル－４－（プロパン－２－イル）シクロヘキサ－１，３－ジエン,99-86-5,R9.4追加等対象物質及び裾切値一覧
99-87-6,パラ－シメン,99-87-6,R8.4時点適用対象物質及び裾切値一覧
99-88-7,４－イソプロピルアニリン,99-88-7,R8.4時点適用対象物質及び裾切値一覧
99-91-2,パラ－クロロアセトフェノン,99-91-2,R8.4時点適用対象物質及び裾切値一覧
99-97-8,Ｎ，Ｎ－ジメチル－パラ－トルイジン,99-97-8,R8.4時点適用対象物質及び裾切値一覧
99-99-0,４－ニトロトルエン,99-99-0,R8.4時点適用対象物質及び裾切値一覧
994-05-8,２－メトキシ－２－メチルブタン（別名ターシャリ－アミルメチルエーテル）,994-05-8,R8.4時点適用対象物質及び裾切値一覧
99485-76-4,１－（２－クロロベンジル）－３－（１－メチル－１－フェニルエチル）尿素（別名クミルロン）,99485-76-4,R8.4時点適用対象物質及び裾切値一覧
998-40-3,トリブチルホスフィン,998-40-3,R8.4時点適用対象物質及び裾切値一覧
999-61-1,アクリル酸２－ヒドロキシプロピル,999-61-1,R8.4時点適用対象物質及び裾切値一覧
999-81-5,（２－クロロエチル）トリメチルアンモニウム＝クロリド,999-81-5,R8.4時点適用対象物質及び裾切値一覧
999-97-3,ヘキサメチルジシラザン,999-97-3,R8.4時点適用対象物質及び裾切値一覧
